   yearmon         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142
    195209    13.413     4.785     7.680     0.000     5.123     0.688     1.669     1.021     0.000     2.895     6.162   215.460    86.053   125.474     0.000    84.030    10.275    25.914    11.092     0.000    39.421   100.675    28.327    26.568    27.898    27.476    27.818    28.172    30.980    28.349    27.254    29.463    28.732    31.205    30.001    30.788  -999.000    30.882    30.300    34.757    29.674  -999.000    31.750    31.783   128.048    17.400    18.064    15.665    15.878    65.474  2339.670  2808.882  3149.492  2759.863 10811.825   260.000    72.500  5314.233    10.404     2.999     8.512     2.257   133.500 28001.100  2525.235  3387.210    57.176    -3.838   -22.440     0.118     0.414    -0.692    -0.509     0.487    -0.260  -999.000    -0.558     0.022    -0.136     1.806     2.563    -8.130     1.017    10.887    10.837    30.000     0.000     0.000    -1.275    -0.605    -0.176    -0.282    -0.450    -0.356     0.708    -0.798    -0.506    -0.125    -0.473    -0.131     4.419     3.658    24.310    23.536     0.029     0.385     0.232     0.668     0.448    -0.040    -0.492    -0.717    -0.312     0.851     2.000     5.000     4.000   282.000    -0.400  -999.000     0.313    -0.890     2.240    -5.730  -999.000   815.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195210     5.539     0.000     3.136     0.000     2.264     0.000     1.542     1.244     0.000     3.136     2.403    91.592     0.000    61.360     0.000    28.732     0.000    30.210    23.443     0.000    61.360    30.232    27.708    20.961    27.051    20.815    26.212    21.002    26.160    27.913    22.911    27.051    28.224    30.312  -999.000    30.358  -999.000    27.600  -999.000    29.286    31.353  -999.000    30.358    30.272   149.760    19.239    18.190    18.665    17.645    71.955  5250.390  4696.539  5020.785  3209.317 17742.768   112.500    75.000  5165.548    15.464     2.943    18.039     2.535   131.500 27405.451  2458.663  3180.872    87.816    -3.160   -20.403    -0.029     0.274    -0.211     0.155     0.331    -0.064  -999.000    -0.108     0.519  -999.000     2.517     3.146     6.519    -0.130    12.122    12.821    28.000     0.000     3.000    -0.819    -0.519    -0.469    -0.253    -0.642    -0.361     0.322    -0.941    -0.532    -0.253    -0.539     0.683     4.506     2.666    23.426    19.002     0.126     0.895     0.252     0.317     0.029    -0.046    -0.417    -0.807    -0.298     0.801     3.000     6.000     0.000   238.000     0.600  -999.000     0.275    -0.350     2.080    -2.960  -999.000   828.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195211     1.789     0.000     0.000     0.000     1.789     0.000     0.000     0.000     0.000     0.000     1.789    22.863     0.000     0.000     0.000    22.863     0.000     0.000     0.000     0.000     0.000    22.863    22.878    17.374    17.701    17.492    22.546    22.224    18.990    15.664    15.696    17.994    22.878    24.909  -999.000  -999.000  -999.000    24.380  -999.000  -999.000  -999.000  -999.000  -999.000    24.909   142.375    19.737    18.940    18.124    15.225    70.446  5547.550  5737.044  3927.687  2590.113 17403.756   137.500    55.000  5125.300    11.157     5.585    12.748     6.993   156.000 26375.301  2293.867  2874.562    93.989   -14.855   -28.116    -0.374     0.304    -0.304     0.123    -0.061    -0.518  -999.000    -0.181     0.445  -999.000     0.358     1.271    12.731    -1.930    10.450    12.237    25.000     0.000     5.000    -1.078    -0.727    -0.382    -0.371    -0.610    -0.455     0.567    -0.846    -0.627    -0.150    -0.480     0.522     1.410     0.343    22.844    18.374     0.049     0.159     0.068     0.555     0.268    -0.080    -0.579    -0.824     0.135     0.773     3.000     3.000     1.000   221.000     0.000  -999.000    -0.349    -0.760     2.250    -0.510  -999.000   834.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195212     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.175    11.473    14.442    12.023    17.534    19.978    16.694    11.626    14.230    15.985    19.150  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.129    20.259    19.032    16.965    73.461  6064.850  6830.258  4029.887  3275.115 19716.771   192.500    55.000  5099.129    12.838     2.756    12.564     3.163   138.000 25800.418  2199.651  2723.783   103.789   -16.119   -42.370    -0.222     0.064    -0.343     0.065  -999.000    -0.225    -0.669     0.151     0.292  -999.000     0.053     1.508    11.904    -4.472    10.599    11.981    18.000     6.000     7.000    -0.647    -0.408    -0.252    -0.159    -0.529    -0.227     0.079    -0.617    -0.372     0.240    -0.507    -0.096     3.788     0.505    19.026    16.709     0.148     0.371     0.333     0.087     0.187     0.004    -0.345    -0.707     0.318     0.414     4.000     5.000     0.000   343.000    -2.000  -999.000    -0.124     0.040     3.630    -1.650  -999.000   857.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195301     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    13.738    12.602    13.163    11.752    14.908    13.974    14.186    11.499    14.033    13.880    14.853  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.069    19.774    18.350    15.822    71.192  4707.322  5332.153  5403.760  3411.029 18368.701   275.000    62.500  5004.677    10.397     2.524     8.927     1.697   156.000 25851.164  2048.036  2528.969    75.653   -15.818   -41.518    -0.193     0.042    -0.591    -0.395     0.126     0.020    -0.189    -0.104    -0.061  -999.000    -1.687     0.427    12.351     0.097    10.948    11.931    13.000    16.000     2.000    -0.638    -0.026    -0.033     0.144    -0.242    -0.061    -0.045    -0.418    -0.097     0.245    -0.593     0.000     5.042     1.152    17.859    16.041     0.134     0.285     0.156    -0.034     0.194     0.144    -0.026    -0.570     0.545     0.658     4.000     0.000     0.000   265.000     0.500  -999.000     0.030    -0.570     3.160    -2.940  -999.000   832.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195302     2.740     0.000     0.000     0.000     2.740     0.000     0.000     0.000     0.000     0.000     2.740    37.332     0.000     0.000     0.000    37.332     0.000     0.000     0.000     0.000     0.000    37.332    17.256    13.598    14.803    13.711    17.016    15.489    17.521    11.845    13.815    16.133    17.256    19.337  -999.000  -999.000  -999.000    18.979  -999.000  -999.000  -999.000  -999.000  -999.000    19.337   135.722    19.231    19.131    19.455    17.631    73.524  5336.279  6678.020  5976.581  3835.530 21282.184   347.500    80.000  5024.321     8.434     3.661     8.460     5.042   151.500 25674.713  2204.100  2786.879    99.217     2.189   -40.581     0.093     0.237    -0.564     0.438    -0.327    -0.053     0.214     0.522    -0.113  -999.000    -1.932    -0.073    11.133     2.145     8.894     7.865    14.000    10.000     4.000     0.103     0.213     0.040     0.304    -0.307     0.077    -0.432    -0.413     0.131     0.109    -0.733     0.000    10.269     2.783    16.629    14.315     0.069     0.740     0.408    -0.389     0.025     0.219     0.091    -0.509     0.517     0.510     2.000     1.000     0.000    39.000    -0.800  -999.000     0.377    -0.070     2.800    -2.680  -999.000   728.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195303     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    14.727    14.313    14.804    17.241    15.138    12.578    17.477    12.255    13.622    15.114    13.899  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000     0.000    19.283    19.767    19.455    13.759    70.232  5404.365  5478.167  4926.461  3388.438 18657.008    62.500    77.500  4922.064    12.538     4.137    13.492     1.702   148.000 26493.000  2284.351  2844.639   116.287    12.112   -27.971     0.308    -0.226     0.372     0.021    -0.750     0.516  -999.000     0.813    -0.271  -999.000    -0.319     1.261     4.015    -0.104     9.832     8.503     4.000    27.000     0.000     0.717     0.291    -0.205     0.291    -0.445     0.041     0.023    -0.238     0.138    -0.275    -0.680    -0.097    18.947    12.507    16.015    12.988    -0.036     0.630     0.734     0.067    -0.246     0.175     0.175    -0.345     0.288     0.487     3.000     0.000     0.000   100.000    -0.300  -999.000     0.257    -1.120     1.320    -1.220  -999.000   704.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195304     0.875     0.000     0.000     0.000     0.875     0.000     0.000     0.000     0.000     0.000     0.875    10.017     0.000     0.000     0.000    10.017     0.000     0.000     0.000     0.000     0.000    10.017    19.995    14.043    14.618    14.864    15.780    17.422    16.268    13.569    14.841    15.126    19.995    21.813  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000    21.813   157.793    15.342    19.931    17.766    12.662    64.134  2532.260  3752.317  2136.789  2046.530 10204.042    65.000    80.000  5172.633     6.941     4.761     5.598     4.093   162.000 26586.900  2328.561  2953.440   113.076   -18.838   -44.703    -0.539     0.313     0.044    -0.412     0.233    -0.503  -999.000    -0.201    -0.255  -999.000     1.908     3.232    -2.021     2.215     8.854     7.235    28.000     0.000     2.000     1.298     0.331    -0.038     0.350    -0.496     0.200    -0.483    -0.403     0.290    -0.040    -0.652     0.244    21.318    22.575    17.635    13.999     0.111     0.228     0.345    -0.423    -0.034     0.218     0.191    -0.364     0.004     0.311     2.000     0.000     0.000   278.000     0.300  -999.000     0.668     0.050     2.120     1.300  -999.000   810.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195305     4.612     1.771     2.443     0.000     0.658     1.364     0.000     0.524     0.000     0.821     2.169    52.461    20.677    28.049     0.000     7.229    15.542     0.000     5.678     0.000     9.125    24.412    18.539    17.325    16.447    17.798    17.500    22.771    20.289    15.000    13.779    15.050    21.285    19.975    19.095    18.074  -999.000    17.807    24.704  -999.000    15.958  -999.000    16.341    22.403   158.195    16.785    20.259    18.325    14.118    67.501  2152.070  3009.298  2683.922  1745.432  9374.972   172.500    50.000  5346.323     8.781     1.891     8.778     2.550   162.000 27092.711  2427.122  3198.230   101.661    -9.066   -27.310    -0.413     0.506    -0.596     0.010    -0.090    -0.303  -999.000    -0.418    -0.067  -999.000     2.769     4.143    -2.325     1.484     7.650     7.522    25.000     3.000     3.000     0.990     0.146     0.045     0.336    -0.429     0.165    -0.884    -0.388     0.200    -0.118    -0.510    -0.097    19.423    20.881    18.747    15.259     0.214     0.212     0.289    -0.793     0.084     0.278     0.011    -0.398     0.434     0.545     3.000     1.000     0.000   125.000    -2.800  -999.000     0.773     0.430     2.340     2.690  -999.000   725.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195306    37.420     9.713    25.722     0.000     7.099     4.975     8.385     6.690     0.000    16.377    12.289   749.243   249.380   555.616     0.000   151.116    63.288   179.152   110.764     0.000   314.477   217.001    24.672    21.311    25.478    27.910    23.231    24.108    29.568    28.437    20.374    28.522    23.288    28.790    26.253    29.920  -999.000    27.438    26.850    33.749    32.429  -999.000    32.733    27.012   126.180    17.314    19.184    16.485    12.762    63.819  1708.578  2042.373  2944.433   986.371  7460.104   260.000    72.500  5360.700     4.672     2.903     6.578     2.063   122.000 28288.500  2476.578  3331.300    51.896     3.931   -14.034     0.307    -0.218    -0.404     0.089     0.412     0.003  -999.000    -0.457     0.452  -999.000     2.886     3.767    -1.567     2.687    10.060    12.265    12.000     0.000    18.000     0.365     0.165     0.291     0.317    -0.317     0.268    -0.460    -0.410     0.238    -0.120    -0.475     0.008    13.701    12.237    21.611    21.307     0.066    -0.110    -0.217    -0.389     0.243     0.251     0.038    -0.443     0.257     0.836  -999.000     3.000     0.000   218.000     0.200  -999.000     0.226     0.290     1.450     1.860  -999.000   730.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
    195307    49.665    12.009    36.368     0.000     2.146    11.314    13.850     9.072     0.000    25.049    13.794  1532.071   416.780  1245.496     0.000    39.338   265.897   469.491   312.474     0.000   852.011   313.510    29.794    28.477    29.464    31.917    27.002    29.811    29.963    30.986    28.206    30.107    30.240    37.176    34.792    37.922  -999.000  -999.000    35.586    39.944    41.131  -999.000    40.326    35.585   164.556    15.061    16.480    15.318    14.632    59.969  1107.993  1688.569  2323.698  2031.180  6971.721   217.500    80.000  5401.097     7.364     2.449     5.486     2.003   130.500 28536.451  2531.501  3444.258    63.261     3.872   -36.617     0.098     0.003     0.096    -0.045     0.025    -0.056  -999.000    -0.134    -0.331  -999.000     2.741     3.180    -0.283     1.070     9.967    12.388    29.000     0.000     2.000     0.153     0.048     0.185     0.238    -0.217     0.134    -0.457    -0.522     0.115    -0.151    -0.433    -0.084     9.039     5.706    22.461    21.909     0.031    -1.385    -0.590    -0.428     0.315     0.219    -0.047    -0.518     0.076     0.761  -999.000     2.000     1.000    86.000     0.000  -999.000     0.379     0.740     1.450     0.100  -999.000   698.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
